CustomerID,TotalSpend,TransactionFrequency,TotalItems,ProductVariety,Recency_Days,AvgTransactionValue,AvgItemsPerTransaction,Cluster
12525.0,973.73,3,509,56,133,324.57666666666665,169.66666666666666,3
12527.0,386.8,2,292,13,129,193.4,146.0,3
12529.0,316.48,1,192,21,163,316.48,192.0,1
12530.0,2096.98,5,1800,66,50,419.396,360.0,3
12531.0,1807.98,1,1074,110,321,1807.98,1074.0,1
12533.0,1367.89,2,704,63,262,683.945,352.0,1
12537.0,732.94,1,449,43,43,732.94,449.0,3
12538.0,276.5,1,145,13,13,276.5,145.0,3
12539.0,5646.400000000001,3,2468,127,85,1882.1333333333334,822.6666666666666,3
12540.0,8854.25,16,4334,171,13,553.390625,270.875,0
12542.0,481.88,2,522,39,119,240.94,261.0,3
12543.0,980.25,1,688,43,83,980.25,688.0,3
12547.0,175.78,1,175,13,135,175.78,175.0,3
12549.0,1575.68,6,1366,38,210,262.61333333333334,227.66666666666666,1
12553.0,916.47,2,360,39,20,458.235,180.0,3
12554.0,468.5,1,240,26,83,468.5,240.0,3
12555.0,129.23,1,1,1,317,129.23,1.0,1
12557.0,6725.18,4,2398,15,6,1681.295,599.5,3
12562.0,1185.18,2,548,33,20,592.59,274.0,3
12563.0,249.24,1,113,13,43,249.24,113.0,3
12567.0,4308.58,7,1781,146,2,615.5114285714286,254.42857142857142,0
12568.0,70.0,1,48,5,279,70.0,48.0,1
12570.0,77.52,1,1,1,317,77.52,1.0,1
12573.0,556.87,4,395,83,16,139.2175,98.75,3
12575.0,622.8199999999999,2,315,34,92,311.40999999999997,157.5,3
12576.0,826.89,3,527,51,27,275.63,175.66666666666666,3
12577.0,990.5,5,722,144,16,198.1,144.4,3
12578.0,1847.94,2,1184,53,20,923.97,592.0,3
12580.0,637.2,1,331,34,211,637.2,331.0,1
12582.0,1469.04,2,685,79,57,734.52,342.5,3
12583.0,7166.06,13,3924,87,8,551.2353846153846,301.84615384615387,0
12586.0,1865.73,3,608,76,9,621.91,202.66666666666666,3
12588.0,743.88,3,385,27,34,247.96,128.33333333333334,3
12589.0,4048.98,6,1458,100,56,674.83,243.0,3
12591.0,886.1,2,425,38,25,443.05,212.5,3
12592.0,2145.06,3,1585,32,154,715.02,528.3333333333334,1
12594.0,1751.89,5,991,60,13,350.37800000000004,198.2,3
12595.0,299.02,1,271,19,139,299.02,271.0,3
12598.0,1511.01,3,942,69,98,503.67,314.0,3
12599.0,1264.14,6,1233,37,16,210.69000000000003,205.5,3
12600.0,2444.88,12,640,32,6,203.74,53.333333333333336,3
12601.0,104.2,1,45,6,39,104.2,45.0,3
12605.0,1232.95,4,929,63,11,308.2375,232.25,3
12606.0,21.0,1,1,1,317,21.0,1.0,1
12608.0,415.79,1,323,16,39,415.79,323.0,3
12609.0,2309.01,6,905,84,9,384.83500000000004,150.83333333333334,3
12613.0,3472.99,5,2513,132,23,694.598,502.6,3
12615.0,3449.79,4,1941,147,48,862.4475,485.25,3
12616.0,417.8,1,214,22,23,417.8,214.0,3
12619.0,140.14,1,140,10,195,140.14,140.0,1
12621.0,11086.14,16,6493,163,0,692.88375,405.8125,0
12623.0,3442.74,6,1780,109,51,573.79,296.6666666666667,3
12625.0,2481.06,2,1697,85,144,1240.53,848.5,3
12629.0,1558.22,2,722,40,20,779.11,361.0,3
12631.0,2841.07,5,1371,105,91,568.214,274.2,3
12632.0,804.88,2,694,32,155,402.44,347.0,1
12633.0,3514.18,3,2076,182,17,1171.3933333333332,692.0,0
12634.0,490.0,2,337,20,170,245.0,168.5,1
12635.0,1241.23,2,777,77,27,620.615,388.5,3
12636.0,141.0,1,1,1,373,141.0,1.0,1
12637.0,2280.91,4,1263,162,13,570.2275,315.75,0
12638.0,249.8,1,86,9,274,249.8,86.0,1
12639.0,826.27,2,430,39,69,413.135,215.0,3
12643.0,4960.18,6,2857,14,20,826.6966666666667,476.1666666666667,3
12644.0,1440.58,3,707,76,65,480.1933333333333,235.66666666666666,3
12645.0,1764.12,4,1041,72,44,441.03,260.25,3
12647.0,14218.48,27,5448,218,2,526.6103703703703,201.77777777777777,0
12648.0,793.95,3,358,32,72,264.65000000000003,119.33333333333333,3
12649.0,1671.14,5,1373,75,17,334.228,274.6,3
12651.0,263.75,3,187,21,13,87.91666666666667,62.333333333333336,3
12652.0,97.05,1,31,3,69,97.05,31.0,3
12653.0,1950.98,1,762,43,161,1950.98,762.0,1
12655.0,261.35,1,80,16,58,261.35,80.0,3
12656.0,2356.66,3,1137,108,60,785.5533333333333,379.0,3
12661.0,162.0,1,216,11,71,162.0,216.0,3
12662.0,3138.24,10,1523,94,8,313.82399999999996,152.3,3
12663.0,239.4,2,181,9,259,119.7,90.5,1
12664.0,1188.16,2,292,4,149,594.08,146.0,1
12665.0,250.6,2,128,13,52,125.3,64.0,3
12666.0,1248.42,1,370,31,29,1248.42,370.0,3
12668.0,7575.88,6,3415,233,13,1262.6466666666668,569.1666666666666,0
12670.0,764.24,2,230,21,20,382.12,115.0,3
12671.0,2622.481,1,1460,45,241,2622.481,1460.0,1
12672.0,211.15,1,60,12,230,211.15,60.0,1
12673.0,619.5,1,349,32,36,619.5,349.0,3
12675.0,957.25,2,336,111,188,478.625,168.0,1
12676.0,1511.7,5,1197,47,43,302.34000000000003,239.4,3
12677.0,395.1,2,176,13,190,197.55,88.0,1
12678.0,16652.72,9,11449,140,10,1850.3022222222223,1272.111111111111,0
12681.0,17080.74,24,10060,341,2,711.6975000000001,419.1666666666667,0
12682.0,11745.69,23,5443,210,0,510.6821739130435,236.65217391304347,0
12683.0,4220.21,8,2696,143,0,527.52625,337.0,0
12686.0,89.14,1,107,7,6,89.14,107.0,3
12687.0,2138.91,2,1403,126,115,1069.455,701.5,3
12691.0,134.6,1,51,7,55,134.6,51.0,3
12692.0,110.95,1,36,13,272,110.95,36.0,1
12693.0,847.11,3,281,35,31,282.37,93.66666666666667,3
12694.0,973.68,1,846,46,56,973.68,846.0,3
12695.0,825.02,3,234,28,163,275.00666666666666,78.0,1
12696.0,851.91,2,564,43,69,425.955,282.0,3
12698.0,339.75,1,111,16,225,339.75,111.0,1
12699.0,638.11,1,373,41,52,638.11,373.0,3
12701.0,1648.7,4,1049,80,164,412.175,262.25,1
12703.0,722.98,3,431,44,268,240.99333333333334,143.66666666666666,1
12705.0,4893.81,5,3191,196,18,978.7620000000001,638.2,0
12708.0,2601.19,9,1214,80,3,289.0211111111111,134.88888888888889,3
12709.0,21107.94,20,9999,152,1,1055.397,499.95,0
12711.0,1339.05,2,770,56,246,669.525,385.0,1
12712.0,2797.53,10,1287,99,0,279.75300000000004,128.7,3
12714.0,9384.85,7,5705,324,23,1340.6928571428573,815.0,0
12717.0,277.93,1,94,16,225,277.93,94.0,1
12720.0,2478.94,6,1645,129,4,413.1566666666667,274.1666666666667,3
12721.0,1356.95,2,696,73,20,678.475,348.0,3
12724.0,1286.11,3,934,66,18,428.7033333333333,311.3333333333333,3
12725.0,2266.76,4,1142,92,6,566.69,285.5,3
12726.0,1405.5,4,1475,30,22,351.375,368.75,3
12727.0,1698.8300000000002,3,734,44,77,566.2766666666668,244.66666666666666,3
12728.0,233.84,1,124,15,18,233.84,124.0,3
12730.0,829.25,1,234,47,156,829.25,234.0,1
12731.0,6879.8,5,3204,72,77,1375.96,640.8,3
12733.0,2040.92,3,759,106,24,680.3066666666667,253.0,3
12734.0,529.25,2,177,13,9,264.625,88.5,3
12737.0,3710.5,2,2,2,133,1855.25,1.0,3
12738.0,155.35,1,148,11,7,155.35,148.0,3
12739.0,1713.69,2,465,51,20,856.845,232.5,3
12741.0,406.07,2,214,16,164,203.035,107.0,1
12742.0,1201.52,1,1359,67,260,1201.52,1359.0,1
12744.0,4037.77,4,1753,110,94,1009.4425,438.25,3
12745.0,925.41,3,468,21,121,308.46999999999997,156.0,3
12746.0,254.55,1,97,17,175,254.55,97.0,1
12747.0,5055.03,16,1473,67,4,315.939375,92.0625,0
12748.0,22489.69,144,13109,1342,0,156.17840277777776,91.03472222222223,2
12749.0,2806.48,4,889,121,34,701.62,222.25,3
12751.0,268.27,1,189,61,79,268.27,189.0,3
12755.0,5218.709999999999,10,2290,31,0,521.8709999999999,229.0,3
12758.0,7111.650000000001,5,4020,146,94,1422.3300000000002,804.0,0
12759.0,3489.3,5,2300,151,21,697.86,460.0,0
12760.0,347.8,1,198,21,90,347.8,198.0,3
12761.0,782.95,2,281,27,92,391.475,140.5,3
12763.0,320.08,1,196,16,4,320.08,196.0,3
12765.0,1404.58,6,1009,49,107,234.09666666666666,168.16666666666666,3
12766.0,3078.65,3,1800,132,1,1026.2166666666667,600.0,3
12767.0,949.82,1,598,43,10,949.82,598.0,3
12768.0,168.69000000000003,1,102,10,85,168.69000000000003,102.0,3
12770.0,1895.0,1,1100,16,91,1895.0,1100.0,3
12771.0,282.3,1,104,15,120,282.3,104.0,3
12773.0,124.25,1,109,6,199,124.25,109.0,1
12774.0,98.7,1,53,6,170,98.7,53.0,1
12775.0,300.08,2,206,13,23,150.04,103.0,3
12776.0,55.5,1,46,4,302,55.5,46.0,1
12777.0,519.45,1,458,26,92,519.45,458.0,3
12778.0,953.45,3,910,55,31,317.81666666666666,303.3333333333333,3
12779.0,2740.91,7,1617,84,6,391.5585714285714,231.0,3
12780.0,337.4,1,285,20,233,337.4,285.0,1
12782.0,2287.32,6,931,94,9,381.22,155.16666666666666,3
12784.0,1230.33,1,582,72,164,1230.33,582.0,1
12785.0,788.45,2,322,36,170,394.225,161.0,1
12786.0,728.5,1,324,18,244,728.5,324.0,1
12787.0,398.52,1,249,24,48,398.52,249.0,3
12788.0,444.9,4,194,20,98,111.225,48.5,3
12789.0,181.5,2,32,2,147,90.75,16.0,1
12790.0,266.93,1,140,16,45,266.93,140.0,3
12791.0,863.51,6,353,17,8,143.91833333333332,58.833333333333336,3
12792.0,426.47,1,177,22,169,426.47,177.0,1
12793.0,471.85,2,231,23,6,235.925,115.5,3
12796.0,381.0,1,182,7,263,381.0,182.0,1
12797.0,552.08,2,215,27,0,276.04,107.5,3
12798.0,1533.89,1,3199,25,56,1533.89,3199.0,3
12799.0,219.35,1,137,15,164,219.35,137.0,1
12800.0,584.25,3,284,31,105,194.75,94.66666666666667,3
12801.0,1071.82,1,505,50,135,1071.82,505.0,3
12802.0,1988.84,6,1658,89,77,331.4733333333333,276.3333333333333,3
12803.0,1092.81,1,872,55,28,1092.81,872.0,3
12804.0,325.37,2,270,60,100,162.685,135.0,3
12805.0,1434.95,4,593,44,16,358.7375,148.25,3
12806.0,2878.96,4,2087,58,70,719.74,521.75,3
12807.0,330.35,1,145,16,18,330.35,145.0,3
12808.0,422.45,3,187,26,3,140.81666666666666,62.333333333333336,3
12809.0,1266.63,2,298,52,200,633.315,149.0,1
12810.0,534.99,2,389,32,169,267.495,194.5,1
12811.0,519.05,2,205,23,13,259.525,102.5,3
12813.0,1687.8,3,1141,37,136,562.6,380.3333333333333,3
12817.0,524.94,2,166,16,34,262.47,83.0,3
12819.0,540.52,1,344,19,93,540.52,344.0,3
12820.0,1747.18,7,1242,87,32,249.59714285714287,177.42857142857142,3
12821.0,128.07999999999998,1,92,7,246,128.07999999999998,92.0,1
12823.0,4742.0,13,700,1,29,364.7692307692308,53.84615384615385,3
12825.0,518.63,2,139,20,156,259.315,69.5,1
12826.0,1481.03,6,937,53,0,246.83833333333334,156.16666666666666,3
12829.0,92.3,1,174,8,185,92.3,174.0,1
12831.0,236.06,2,168,13,98,118.03,84.0,3
12835.0,5996.83,41,2349,138,62,146.2641463414634,57.292682926829265,0
12836.0,3949.37,11,1169,173,24,359.03363636363633,106.27272727272727,0
12837.0,528.5600000000001,1,170,73,204,528.5600000000001,170.0,1
12838.0,2694.75,9,1479,177,8,299.4166666666667,164.33333333333334,0
12839.0,4480.31,13,3042,112,2,344.6392307692308,234.0,0
12840.0,1315.2,3,747,57,72,438.40000000000003,249.0,3
12841.0,3472.61,17,2609,154,4,204.27117647058824,153.47058823529412,0
12842.0,799.0,2,340,13,39,399.5,170.0,3
12843.0,4881.1,22,2247,77,17,221.86818181818182,102.13636363636364,0
12844.0,322.64,2,98,43,77,161.32,49.0,3
12846.0,15.58,1,1,1,317,15.58,1.0,1
12847.0,765.36,1,624,34,22,765.36,624.0,3
12848.0,208.0,1,58,16,310,208.0,58.0,1
12849.0,2032.18,4,1258,80,16,508.045,314.5,3
12850.0,330.0,1,200,2,80,330.0,200.0,3
12851.0,148.95,1,51,30,112,148.95,51.0,3
12853.0,1950.4,5,868,58,62,390.08000000000004,173.6,3
12854.0,1654.72,4,1004,120,196,413.68,251.0,1
12855.0,612.84,4,240,65,7,153.21,60.0,3
12857.0,2581.6,4,1077,46,71,645.4,269.25,3
12858.0,147.26999999999998,1,51,36,18,147.26999999999998,51.0,3
12859.0,575.1,1,292,21,93,575.1,292.0,3
12860.0,54.22,1,26,16,328,54.22,26.0,1
12861.0,68.25,1,27,4,254,68.25,27.0,1
12862.0,984.62,2,611,119,60,492.31,305.5,3
12863.0,2271.35,5,707,23,14,454.27,141.4,3
12864.0,152.45,1,231,4,143,152.45,231.0,1
12865.0,1755.24,2,1048,93,13,877.62,524.0,3
12866.0,668.23,2,382,34,109,334.115,191.0,3
12867.0,3819.92,6,3592,260,32,636.6533333333333,598.6666666666666,0
12868.0,640.0,3,354,30,8,213.33333333333334,118.0,3
12869.0,337.67,1,144,35,316,337.67,144.0,1
12870.0,1676.95,3,906,85,10,558.9833333333333,302.0,3
12871.0,363.38,1,284,7,74,363.38,284.0,3
12872.0,3062.52,11,1526,204,0,278.4109090909091,138.72727272727272,0
12873.0,1653.3,2,658,30,32,826.65,329.0,3
12874.0,948.42,2,623,44,20,474.21,311.5,3
12875.0,1013.76,3,3168,2,106,337.92,1056.0,3
12876.0,1863.77,2,1106,70,29,931.885,553.0,3
12877.0,1406.37,8,1059,76,36,175.79625,132.375,3
12880.0,640.13,2,279,32,16,320.065,139.5,3
12887.0,222.4,1,100,13,18,222.4,100.0,3
12889.0,385.46,4,124,25,16,96.365,31.0,3
12890.0,329.3,1,201,56,22,329.3,201.0,3
12891.0,509.5,8,1375,2,93,63.6875,171.875,3
12892.0,263.38,1,140,18,31,263.38,140.0,3
12894.0,157.35,1,33,21,210,157.35,33.0,1
12897.0,297.75,2,139,9,16,148.875,69.5,3
12898.0,296.21000000000004,2,235,27,98,148.10500000000002,117.5,3
12899.0,366.4,1,108,17,48,366.4,108.0,3
12900.0,340.33,1,139,13,57,340.33,139.0,3
12903.0,833.53,1,493,41,63,833.53,493.0,3
12905.0,1018.42,2,532,52,211,509.21,266.0,1
12907.0,508.91,2,177,23,30,254.455,88.5,3
12908.0,1026.0,3,1800,1,15,342.0,600.0,3
12909.0,924.52,3,668,49,59,308.17333333333335,222.66666666666666,3
12910.0,2721.48,5,1940,38,14,544.296,388.0,3
12911.0,1651.72,1,807,220,186,1651.72,807.0,0
12913.0,4217.2300000000005,9,1813,26,3,468.58111111111117,201.44444444444446,3
12914.0,223.98,1,336,9,35,223.98,336.0,3
12915.0,811.1,3,359,40,7,270.3666666666667,119.66666666666667,3
12916.0,1534.78,3,598,51,77,511.5933333333333,199.33333333333334,3
12917.0,3765.2,5,984,44,35,753.04,196.8,3
12918.0,10953.5,1,1,1,261,10953.5,1.0,1
12920.0,323.86,3,292,32,206,107.95333333333333,97.33333333333333,1
12921.0,19333.95,39,12182,200,1,495.7423076923077,312.35897435897436,0
12923.0,597.6,2,162,28,25,298.8,81.0,3
12924.0,1535.7,8,942,37,28,191.9625,117.75,3
12925.0,35.28,1,108,5,227,35.28,108.0,1
12926.0,1523.97,4,754,202,46,380.9925,188.5,0
12927.0,197.31,1,145,11,29,197.31,145.0,3
12928.0,2242.19,7,1427,62,13,320.3128571428571,203.85714285714286,3
12931.0,50291.38,42,34902,21,15,1197.4138095238095,831.0,0
12932.0,1698.56,8,1609,69,174,212.32,201.125,1
12933.0,1029.1,5,450,152,15,205.82,90.0,0
12934.0,181.65,1,31,2,371,181.65,31.0,1
12935.0,2083.16,8,1348,61,10,260.395,168.5,3
12937.0,1593.34,5,976,71,98,318.668,195.2,3
12939.0,13683.0,12,5452,12,14,1140.25,454.3333333333333,3
12941.0,377.49,1,381,27,359,377.49,381.0,1
12942.0,258.75,1,69,16,0,258.75,69.0,3
12943.0,496.5,2,222,22,193,248.25,111.0,1
12945.0,437.16,1,281,28,291,437.16,281.0,1
12946.0,324.45,1,149,20,71,324.45,149.0,3
12947.0,304.04,1,184,17,8,304.04,184.0,3
12948.0,252.48,2,224,7,365,126.24,112.0,1
12949.0,11359.48,14,5852,262,17,811.3914285714285,418.0,0
12951.0,2149.65,9,1159,83,21,238.85000000000002,128.77777777777777,3
12953.0,498.96,1,280,31,157,498.96,280.0,1
12954.0,162.45,1,83,10,273,162.45,83.0,1
12956.0,413.82,3,306,23,319,137.94,102.0,1
12957.0,4689.43,5,2137,221,176,937.8860000000001,427.4,0
12958.0,467.34,2,118,45,35,233.67,59.0,3
12959.0,150.95,1,109,8,119,150.95,109.0,3
12960.0,1322.07,4,1379,49,48,330.5175,344.75,3
12961.0,211.99,1,180,37,14,211.99,180.0,3
12963.0,1744.96,5,928,74,0,348.992,185.6,3
12964.0,132.24,1,56,26,72,132.24,56.0,3
12967.0,2646.02,2,834,47,6,1323.01,417.0,3
12969.0,122.45,1,55,5,237,122.45,55.0,1
12970.0,1048.77,6,686,174,15,174.795,114.33333333333333,0
12971.0,4782.88,33,5298,46,1,144.93575757575758,160.54545454545453,0
12972.0,1161.2,4,844,69,48,290.3,211.0,3
12973.0,385.55,1,31,6,48,385.55,31.0,3
12974.0,264.15,1,80,24,200,264.15,80.0,1
12975.0,2100.09,6,911,92,71,350.01500000000004,151.83333333333334,3
12976.0,2417.78,7,2123,94,13,345.3971428571429,303.2857142857143,3
12977.0,474.64,3,116,45,136,158.21333333333334,38.666666666666664,3
12978.0,2502.82,5,1394,126,20,500.564,278.8,3
12979.0,517.7,1,520,56,364,517.7,520.0,1
12980.0,8870.880000000001,12,1024,7,21,739.2400000000001,85.33333333333333,3
12982.0,2354.27,7,1441,117,29,336.32428571428574,205.85714285714286,3
12983.0,490.08,1,638,30,233,490.08,638.0,1
12986.0,2729.84,10,1164,61,63,272.98400000000004,116.4,3
12987.0,753.51,3,366,35,55,251.17,122.0,3
12989.0,6627.64,18,3992,11,59,368.20222222222225,221.77777777777777,3
12990.0,546.0,4,280,6,52,136.5,70.0,3
12991.0,261.06,1,78,14,24,261.06,78.0,3
12992.0,93.35,1,21,6,360,93.35,21.0,1
12993.0,844.87,4,511,44,80,211.2175,127.75,3
12996.0,355.5,1,122,22,10,355.5,122.0,3
12997.0,884.02,4,522,32,29,221.005,130.5,3
12998.0,920.08,3,1124,58,127,306.6933333333333,374.6666666666667,3
13000.0,497.65,1,169,31,360,497.65,169.0,1
13001.0,14301.68,20,7958,261,39,715.0840000000001,397.9,0
13002.0,293.18,2,128,14,51,146.59,64.0,3
13004.0,5994.94,18,3946,230,21,333.0522222222222,219.22222222222223,0
13005.0,485.98,2,290,27,66,242.99,145.0,3
13007.0,175.25,1,59,11,214,175.25,59.0,1
13008.0,382.66,2,204,20,32,191.33,102.0,3
13009.0,234.0,1,120,4,307,234.0,120.0,1
13010.0,330.12,2,323,10,9,165.06,161.5,3
13011.0,50.55,1,13,3,7,50.55,13.0,3
13012.0,1310.99,3,739,54,64,436.99666666666667,246.33333333333334,3
13013.0,7814.83,18,4239,224,6,434.15722222222223,235.5,0
13014.0,1914.8,1,1074,115,67,1914.8,1074.0,3
13015.0,3240.14,6,1918,156,73,540.0233333333333,319.6666666666667,0
13018.0,2485.46,7,1311,117,48,355.0657142857143,187.28571428571428,3
13019.0,1229.95,6,397,46,14,204.99166666666667,66.16666666666667,3
13020.0,618.96,2,278,38,197,309.48,139.0,1
13021.0,2270.86,8,1194,87,9,283.8575,149.25,3
13022.0,65.3,1,35,5,64,65.3,35.0,3
13023.0,759.13,1,299,36,163,759.13,299.0,1
13024.0,555.87,2,181,26,105,277.935,90.5,3
13025.0,323.39,1,241,13,366,323.39,241.0,1
13026.0,757.72,4,846,24,123,189.43,211.5,3
13027.0,10315.2,13,25560,7,20,793.4769230769232,1966.1538461538462,3
13029.0,679.8,2,60,6,9,339.9,30.0,3
13030.0,402.36,1,174,50,3,402.36,174.0,3
